text,metadata
"xi
3. Peta konsep 
2   ●   BUKU SISWA EKONOMI KELAS XII   📜📜 Peta Konsep
Pada setiap awal bab, terdapat peta konsep 
yang menunjukkan konsep materi dari 
setiap bab secara umum. Peta konsep juga 
memberikan gambaran hubungan antar 
materi dari masing-masing bab.
4. Pertanyaan pemantik
BAB 1 — PERTUMBUHAN DAN PEMBANGUNAN EKONOMI    ●   3 🧩🧩 Pertanyaan Pemantik
Pertumbuhan ekonomi di setiap negara tentunya berbeda-beda. 
Pertumbuhan ekonomi di Indonesia dengan pertumbuhan ekonomi 
di Malaysia, Amerika Serikat, dan Arab Saudi jelas berbeda. Apa yang 
menyebabkan hal tersebut dapat terjadi? Apa indikator perekonomian 
suatu negara bertumbuh?
 🗝🗝 Kata Kunci
Pertumbuhan ekonomi, produk domestik bruto, teori pertumbuhan 
ekonomi pembangunan ekonomi, indeks pembangunan manusia, 
ekonomi digital, fintech .
 🍵🍵 Pertumbuhan dan Pembangunan Ekomomi
Pada materi kelas XI, kalian telah mempelajari pendapatan nasional 
yang memiliki keterkaitan dengan pertumbuhan dan pembangunan 
ekonomi. Apakah yang kalian ketahui mengenai pertumbuhan dan 
pembangunan ekonomi? Coba perhatikan lingkungan sekitar, apakah 
sedang ada pembangunan fasilitas umum yang dilaksanakan oleh 
pemerintah? Pertumbuhan dan pembangunan ekonomi seringkali 
menjadi tolak ukur keberhasilan dari suatu pemerintahan. Oleh karena 
itu, pemerintah selalu menyusun rencana pembangunan ekonomi 
mulai dari jangka pendek, jangka menengah, dan jangka panjang. 
Hal ini dilakukan agar target-target yang dibuat pemerintah dapat 
tercapai, salah satunya yaitu untuk meningkatkan kesejahteraan bagi 
masyarakat. Pada bab ini, kalian akan memahami dan menganalisis 
kondisi pertumbuhan ekonomi dan pelaksanaan pembangunan 
ekonomi sehingga kalian dapat turut aktif dalam mendukung 
terciptanya pertumbuhan dan pembangunan ekonomi sesuai peran 
kalian sebagai peserta didik.Pertanyaan yang dimunculkan pada bab 
awal dengan tujuan memberikan stimulus 
kepada peserta didik sehingga memunculkan 
ketertarikan pada materi yang akan 
dipelajari
5. Kata kunci 
Bagian ini menunjukan kata kunci yang 
menjadi pokok masalah dari materi setiap 
bab.
6. Pengantar bab
4   ●   BUKU SISWA EKONOMI KELAS XII   
A. Pertumbuhan Ekonomi
Gambar 1.1 Kegiatan produksi di sebuah pabrik.
Sumber: Liputan6.com/Angga Yuniar
Perhatikan gambar kegiatan produksi di atas. Selain bertujuan untuk 
mencari keuntungan, kegiatan produksi juga dilakukan dalam rangka 
memenuhi berbagai kebutuhan hidup manusia. Semakin tinggi tingkat 
produksi suatu negara, semakin tinggi pertumbuhan ekonomi di suatu 
negara. Inilah yang membuat kegiatan produksi barang dan jasa di 
suatu negara menjadi penting. 
Apa yang dimaksud dengan pertumbuhan ekonomi? Pertumbuhan 
ekonomi adalah peningkatan produksi barang dan jasa yang dihasilkan 
oleh suatu negara dari waktu ke waktu. Pertumbuhan ekonomi diukur 
melalui peningkatan total output suatu negara atau produk domestik 
bruto (PDB) riil atau produk nasional bruto (PNB). PDB merupakan 
nilai total dari semua barang dan jasa akhir yang diproduksi 
masyarakat pada suatu negara selama periode waktu tertentu. Hal ini Pada bagian awal masing-masing bab 
disajikan gambar atau pengantar materi 
yang terjadi dalam kehidupan nyata yang 
berkaitan dengan materi tersebut.
7. Materi
Berisi materi-materi yang akan dipelajari 
di setiap bab. Materi yang disajikan dalam 
buku teks ini berfokus pada materi esensial.","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 10, 'id': 'Ekonomi_10'}"
"xii 
8. Lembar aktivitas
BAB 1 — PERTUMBUHAN DAN PEMBANGUNAN EKONOMI    ●   17 🪁🪁 Aktivitas 5
Pembangunan Ekonomi
 📢📢 Petunjuk Pengerjaan
1. Kerjakanlah aktivitas berikut secara berkelompok!
2. Melalui situs atau sumber yang relevan, carilah informasi terbaru 
tentang PDB, PDB per kapita, angka harapan hidup, serta angka 
melek huruf Indonesia. Isi tabel berikut ini dengan hasil temuan 
kalian!
Negara PDBPDB 
per 
KapitaAngka 
Harapan 
HidupAngka 
Melek 
Huruf
Amerika Serikat
Cina
India
Indonesia
Malaysia 
3. Analisis hubungan antara PDB, angka harapan hidup, dan angka 
melek huruf dengan pembangunan ekonomi berdasarkan tabel di 
atas! 
4. Diskusikan jawaban dengan kelompok kalian!
5. Presentasikan hasil kerja kelompok kalian!
2. Perbedaan Pertumbuhan dan Pembangunan Ekonomi
Pertumbuhan ekonomi menghitung peningkatan produksi barang dan 
jasa pada satu periode tertentu yang diukur berdasarkan PDB. Dengan 
kata lain, peningkatannya hanya diukur secara kuantitatif saja, tanpa Dalam buku ini disajikan juga berbagai 
lembar aktivitas yang bisa mengasah 
kemampuan berfikir kalian. Lembar 
aktivitas juga disajikan dalam berbagai 
kegiatan baik dikerjakan secara kelompok 
maupun individu seperti melakukan 
pengamatan di lingkungan sekitar, mencari 
informasi dari internet, melakukan 
kunjungan ke tempat tertentu, dan lain-lain.
9. Asesmen 
Bagian ini disajikan di akhir materi. Pada 
bagian ini kalian diminta untuk menjawab 
pertanyaan sebagai alat ukur untuk menilai 
ketercapaian pembelajaran.
30   ●   BUKU SISWA EKONOMI KELAS XII   ⏱ Asesmen
I. Bentuk soal AKM
Pilihlah jawaban yang tepat!
1. Diketahui produk nasional bruto negara “X” (miliyar dollar)
Tahun Produk Nasional Bruto
2015 48.860
2016 52.173
2017 55.540
2018 65.925
2019 80.785
Dari data di atas laju pertumbuhan ekonomi tahun 2019 adalah ....
A. 122,54%
B. 81,60%
C. 60,66%
D. 22,54%
E. 18,39%
2. Pada tahun 2018 negara maju mengalami peningkatan produksi 
barang dan jasa. Negara Sejahtera pada tahun yang sama mengalami 
perbaikan kesejahteraan bagi masyarakat golongan ekonomi 
rendah.
Kesimpulan dari pernyataan di atas adalah ....
A. negara Maju mengalami pembangunan sedangkan negara 
sejahtera mengalami pertumbuhan 
B. negara maju mengalami pertumbuhan sedangkan negara 
sejahtera mengalami pembangunan
C. negara maju dan negara sejahtera mengalami pembangunan
10. Pengayaan
38   ●   BUKU SISWA EKONOMI KELAS XII  tingginya jumlah penduduk menjadi penghambat pertumbuhan 
ekonomi. Analisislah mengapa hal tersebut dapat terjadi!
5. Buatlah analisis dampak perkembangan ekonomi digital pada 
pertumbuhan ekonomi!
 🎥🎥 Pengayaan
 📢📢 Petunjuk Pengerjaan
Bacalah artikel UMKM Go-Digital  dan Go-Legal  dengan mengunjungi 
tautan di bawah ini atau scan QR code.
https://www.ekon.go.id/publikasi/detail/3016/
optimalisasi-produktivitas-umkm-melalui-go-
digital-dan-go-legal
 ྅Refleksi
Kalian telah belajar tentang pertumbuhan ekonomi dan pembangunan 
ekonomi. Manfaat apa yang kalian dapatkan setelah mempelajari 
bab ini? Apa peran yang dapat kalian lakukan untuk meningkatkan 
pembangunan ekonomi dan pertumbuhan ekonomi Indonesia?Pada bagian akhir setiap bab, terdapat 
pengayaan yang dapat diberikan kepada 
peserta didik yang sudah mencapai terget 
pembelajaran tertentu.
11. Refleksi
Pada kegiatan ini kalian diminta untuk 
mengemukakan manfaat yang kalian 
dapatkan setelah mempelajari materi pada 
setiap bab.","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 11, 'id': 'Ekonomi_11'}"
"BAB 1Pertumbuhan dan  
Pembangunan Ekonomi
Dalam bab ini, kalian akan mempelajari pertumbuhan dan 
pembangunan ekonomi. Setelah pembelajaran, kalian diharapkan 
mampu menjelaskan konsep pertumbuhan dan pembangunan 
ekonomi serta menganalisis fenomena pertumbuhan, dan 
pembangunan ekonomi di Indonesia. KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI  
REPUBLIK INDONESIA, 2022
Buku Siswa Ekonomi untuk SMA/MA Kelas XII
Penulis: Aisyah Nurjanah dan Yeni Fitriani
ISBN 978-602-427-972-1 (jil.2)","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 12, 'id': 'Ekonomi_12'}"
"2   ●   EKONOMI UNTUK SMA/MA KELAS XII
Peta Konsep","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 13, 'id': 'Ekonomi_13'}"
"BAB 1 — PERTUMBUHAN DAN PEMBANGUNAN EKONOMI    ●   3
Pertanyaan Pemantik
Pertumbuhan ekonomi di setiap negara tentunya berbeda-beda. 
Pertumbuhan ekonomi di Indonesia dengan pertumbuhan ekonomi 
di Malaysia, Amerika Serikat, dan Arab Saudi jelas berbeda. Apa yang 
menyebabkan hal tersebut dapat terjadi? Apa indikator perekonomian 
suatu negara bertumbuh?
Kata Kunci
Pertumbuhan ekonomi, produk domestik bruto, teori pertumbuhan 
ekonomi pembangunan ekonomi, indeks pembangunan manusia, 
ekonomi digital, fintech, laju pertumbuhan ekonomi.
Apersepsi
Pada materi kelas XI, kalian telah mempelajari pendapatan nasional 
yang memiliki keterkaitan dengan pertumbuhan dan pembangunan 
ekonomi. Apakah yang kalian ketahui mengenai pertumbuhan dan 
pembangunan ekonomi? Coba perhatikan lingkungan sekitar, apakah 
sedang ada pembangunan fasilitas umum yang dilaksanakan oleh 
pemerintah? Pertumbuhan dan pembangunan ekonomi seringkali 
menjadi tolak ukur keberhasilan dari suatu pemerintahan. Oleh karena 
itu, pemerintah selalu menyusun rencana pembangunan ekonomi 
mulai dari jangka pendek, jangka menengah, dan jangka panjang. 
Hal ini dilakukan agar target-target yang dibuat pemerintah dapat 
tercapai, salah satunya yaitu untuk meningkatkan kesejahteraan bagi 
masyarakat. Pada bab ini, kalian akan memahami dan menganalisis 
kondisi pertumbuhan ekonomi dan pelaksanaan pembangunan 
ekonomi sehingga kalian dapat turut aktif dalam mendukung 
terciptanya pertumbuhan dan pembangunan ekonomi sesuai peran 
kalian sebagai peserta didik.","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 14, 'id': 'Ekonomi_14'}"
"4   ●   EKONOMI UNTUK SMA/MA KELAS XII
A. Pertumbuhan Ekonomi
Gambar 1.1 Kegiatan produksi di sebuah pabrik.
Sumber: Angga Yuniar/Liputan6.com (2015)
Perhatikan gambar kegiatan produksi di atas. Selain bertujuan untuk 
mencari keuntungan, kegiatan produksi juga dilakukan dalam rangka 
memenuhi berbagai kebutuhan hidup manusia. Semakin tinggi tingkat 
produksi suatu negara, semakin tinggi pertumbuhan ekonomi di suatu 
negara. Inilah yang membuat kegiatan produksi barang dan jasa di 
suatu negara menjadi penting. 
Apa yang dimaksud dengan pertumbuhan ekonomi? Pertumbuhan 
ekonomi adalah peningkatan produksi barang dan jasa yang dihasilkan 
oleh suatu negara dari waktu ke waktu. Pertumbuhan ekonomi diukur 
melalui peningkatan total output  suatu negara atau produk domestik 
bruto (PDB) riil atau produk nasional bruto (PNB). PDB merupakan 
nilai total dari semua barang dan jasa akhir yang diproduksi 
masyarakat pada suatu negara selama periode waktu tertentu. Hal ini 
menunjukkan bahwa peningkatan PDB suatu negara mengindikasikan","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 15, 'id': 'Ekonomi_15'}"
"BAB 1 — PERTUMBUHAN DAN PEMBANGUNAN EKONOMI    ●   5
terjadinya pertumbuhan ekonomi. Hal-hal yang perlu diperhatikan 
dalam pertumbuhan ekonomi, sebagai berikut.
1. Laju Pertumbuhan Ekonomi
Pertumbuhan ekonomi merupakan indikator untuk mengukur 
peningkatan produksi barang dan jasa, sehingga produk domestik bruto 
(PDB) dapat digunakan sebagai alat untuk mengukur pertumbuhan 
ekonomi. Pemerintah akan memperhitungkan laju pertumbuhan 
ekonomi guna mengetahui seberapa besar persentase peningkatan 
produksi barang dan jasa ( output ) dari tahun ke tahun.
Laju pertumbuhan ekonomi dapat diformulasikan sebagai berikut.
Keterangan:
PDBt = Pendapatan nasional riil tahun tertentu.
PDBt-1 = Pendapatan nasional riil tahun sebelumnya.
Contoh Soal
Pada tahun 2017 produk domestik bruto (PDB) riil Rp13.588,8 triliun. 
Nilai PDB riil Indonesia pada tahun 2018 sebesar Rp14.837,4 triliun. 
Berdasarkan data tersebut hitunglah laju pertumbuhan ekonomi 
Indonesia tahun 2018!
Jawaban:
PDBt = Rp13.588,8
PDBt-1 = Rp14.837,4 
Penghitungan laju pertumbuhan ekonomi Indonesia tahun 2018.","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 16, 'id': 'Ekonomi_16'}"
"6   ●   EKONOMI UNTUK SMA/MA KELAS XII
Jadi, laju pertumbuhan ekonomi Indonesia tahun 2018 sebesar 9,18 %.
Untuk menguatkan pemahaman kalian tentang laju pertumbuhan 
ekonomi, kerjakanlah aktivitas berikut!
Aktivitas 1
Laju Pertumbuhan Ekonomi
1. Perhatikan data PDB Indonesia berikut! Hitunglah laju pertum-
buhan ekonomi tahun 2018, 2019, dan 2020!
No. Tahun PDB (dalam miliar USD)
1. 2017 1.02
2. 2018 1.04
3. 2019 1.12
4. 2020 1.06
2. Berdasarkan data di atas, hitunglah sebagai berikut.
a. Laju pertumbuhan ekonomi paling tinggi!
b. Nilai laju pertumbuhan ekonomi!
3. Carilah pada sumber yang relevan mengenai data produk domestik 
bruto (PDB) tahun terbaru, kemudian hitunglah laju pertumbuhan","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 17, 'id': 'Ekonomi_17'}"
"BAB 1 — PERTUMBUHAN DAN PEMBANGUNAN EKONOMI    ●   7
ekonomi Indonesia berdasarkan data tersebut dan bandingkan 
dengan laju pertumbuhan ekonomi periode sebelumnya!
4. Buatlah kesimpulan berdasarkan hasil perhitungan laju 
pertumbuhan ekonomi Indonesia yang telah kalian hitung!
5. Peserta didik dapat mengunjungi link di bawah ini atau scan QR 
code untuk melihat data PDB Indonesia terbaru.
https://data.worldbank.org/
indicator/NY.GDP.MKTP.
CD?end=2020&locations=ID&start=2010","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 18, 'id': 'Ekonomi_18'}"
"8   ●   EKONOMI UNTUK SMA/MA KELAS XII
Aktivitas 2
Analisis Pertumbuhan Ekonomi
Perhatikan infografis berikut ini dengan saksama!
Sumber: Badan Pusat Stasistik/www.bps.go.id (2022)
Setelah memperhatikan infografis tersebut, jawablah pertanyaan 
berikut.
1) Pada Triwulan berapakah laju pertumbuhan ekonomi tertinggi 
ditahun 2022?
2) Berapakah nilai pertumbuhan ekonomi paling tinggi tahun 
2022?
3) Berdasarkan data yang tercantum pada infografis, berapa nilai 
Produk Domestik Bruto (PDB) Indonesia pada triwulan IV tahun 
2021?
4) Pertumbuhan ekonomi Indonesia triwulan I-2022 mengalami 
peningkatan sebesar 5,01% year on year (y-on-y). Apa maksud 
dari pernyataan tersebut?","{'source': '../data/raw\\Ekonomi_BS_KLS_XII.pdf', 'page': 19, 'id': 'Ekonomi_19'}"
