text,metadata
"44
Geografi untuk SMA/MA Kelas XII
berpengaruh terhadap kemajuan desa. Ada tiga elemen yang berpengaruh 
terhadap kemajuan desa, yaitu potensi desa, interaksi desa-kota, dan posisi 
desa terhadap wilayah lain yang lebih maju. 
1)    Potensi desa
Ada dua potensi utama desa yang signifikan pengaruhnya terhadap kemajuan, 
yaitu sumber daya alam dan sumber daya manusia. Desa-desa yang memiliki 
sumber daya alam besar dan sumber daya manusia yang berkualitas akan memiliki 
peluang lebih besar dan lebih cepat untuk maju. Sebaliknya desa dengan sumber 
daya yang terbatas akan banyak menghadapi kendala untuk maju. Contoh Desa 
Condongcatur, Yogyakarta mengalami kemajuan cepat karena didukung sumber 
daya alam yang mencukupi dan sumber daya manusia yang berkualitas,
2)   Interaksi desa-kota
Interaksi desa-kota merupakan hubungan timbal balik antara desa dan kota. 
Interaksi yang intensif antara keduanya ditandai masuknya barang-barang 
primer dari desa ke kota dan barang sekunder atau tersier dari kota ke desa. 
Interaksi yang intensif antara keduanya akan memberikan kemajuan bagi desa 
yang lebih besar.
3)   Posisi desa terhadap wilayah lain yang lebih maju
Setiap desa berada di antara desa-desa yang lain. Keberadaan desa sekitar 
penting untuk mendorong kemajuan. Posisi desa terhadap desa lain akan 
memberikan dukungan aksesibilitas untuk kemajuan yang lebih besar. 
Berdasarkan ketiga faktor tersebut, maka praktik pembangunan wilayah 
tidak dapat diseragamkan antara satu wilayah dengan wilayah lainnya. Hal ini 
dikarenakan perbedaan potensi, posisi, dan interaksi yang terjadi antara satu 
wilayah dengan wilayah lain. 
g. Dinamika dan Arah Pembangunan Desa
Pembangunan wilayah desa merupakan proses yang berperan penting dalam 
pelaksanaan pembangunan nasional. Pembangunan desa telah diamanatkan 
dalam Rencana Pembangunan Jangka Menengah Nasional (RPJMN) 2015−2019. 
RPJMN merupakan dokumen strategis yang menjadi acuan resmi rencana 
pembangunan pemerintah daerah dan pemangku kepentingan lainnya dalam 
melaksanakan pembangunan.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 55, 'id': 'Geografi_55'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
45Penyusunan RPJM Desa dilaksanakan dengan memperhatikan arah 
kebijakan perencanaan pembangunan kabupaten/kota. Berikut arah kebijakan 
pembangunan desa yang sesuai dengan arah kebijakan perencanaan 
pembangunan kota (Permendesa PDTT No. 21 Tahun 2020). 
• Pemenuhan standar pelayanan minimum desa termasuk permukiman transmigrasi 
sesuai dengan kondisi geografis desa. 
• Penanggulangan kemiskinan dan pengembangan usaha ekonomi masyarakat desa, 
termasuk di permukiman transmigrasi. 
• Pembangunan sumber daya manusia, peningkatan keberdayaan, dan pembentukan 
modal sosial budaya masyarakat desa, termasuk di permukiman transmigrasi.
• Pengawalan implementasi UU Desa secara sistematis, konsisten, dan 
berkelanjutan melalui koordinasi, fasilitasi, supervisi, dan pendampingan.
• Pengembangan kapasitas serta pendampingan aparatur pemerintah desa 
dan kelembagaan pemerintahan desa secara berkelanjutan.
• Pengelolaan sumber daya alam dan lingkungan hidup berkelanjutan serta 
penataan ruang kawasan perdesaan, termasuk di kawasan transmigrasi. 
• Pengembangan ekonomi kawasan perdesaan, termasuk kawasan 
transmigrasi untuk mendorong keterkaitan desa-kota. Pengembangan 
ekonomi kawasan perdesaan termasuk kawasan transmigrasi untuk 
mendorong keterkaitan desa-kota. 
Untuk menambah wawasan kalian tentang pengembangan desa, 
silakan pindai kode QR di samping atau klik tautan di bawah.
https://www.kemenkopmk.go.id/desa-nglanggeran-contoh-
keberhasilan-pengembangan-desa-wisata
Ayo, Berpikir Kreatif! Lakukan kegiatan belajar sebagai berikut.
1. Amati perkembangan infrastruktur jalan desa tempat kalian tinggal. 
2. Berikan penjelasan secara luas tentang infrastruktur desa (jalan, air, dan 
listrik) yang ada di desa tersebut.
3. Berikan penjelasan kaitan infrastruktur jalan tersebut dengan 
infrastruktur jalan di desa lain. 
4. Untuk mengembangkan infrastruktur desa tersebut, gagasan-gagasan 
baru apa yang dapat kalian kemukakan?","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 56, 'id': 'Geografi_56'}"
"46
Geografi untuk SMA/MA Kelas XII
2. Pengembangan Wilayah Kota dan Perkotaan 
a. Pengertian Kota dan Perkotaan 
Berbeda dengan desa, kota menunjukkan wilayah yang jauh lebih dinamis 
perkembangannya. Jika di desa fasilitas publik terbatas, sebaliknya di kota 
justru memiliki fasilitas publik yang lengkap. Di kota banyak tersedia fasilitas 
kesehatan, pendidikan, sosial, seni, dan lain-lain. Di kota tersedia banyak 
rumah sakit, klinik, apotek, sekolah, kampus, lapangan olahraga, perbelanjaan, 
dan masih banyak lagi jenis lainnya. 
Pengertian kota secara umum merujuk pada wilayah yang memiliki 
aktivitas ekonomi yang non agraris, fasilitas publik yang lengkap, serta jumlah 
penduduk yang lebih besar daripada wilayah desa. Konsep wilayah kota 
memiliki beberapa perbedaan mendasar yang menarik untuk dikaji. Namun 
demikian, apabila ditelaah dari proses terbentuknya, kota merupakan wujud 
dari perkembangan wilayah desa. 
Kamus Tata Ruang mendefinisikan kota sebagai wilayah yang memiliki 
konsentrasi penduduk lebih padat dari wilayah sekitarnya sebagai hasil dari 
pemusatan kegiatan fungsional yang berkaitan dengan aktivitas penduduknya. 
• Menurut Bintarto, kota adalah sebuah sistem jaringan kehidupan manusia 
yang ditandai dengan kepadatan penduduk tinggi dan strata sosial ekonomi 
heterogen dengan corak yang materialistis.
• Menurut Harris dan Ullman, kota adalah pusat untuk permukiman dan 
pemanfaatan ruang bumi yang dilakukan oleh manusia secara unggul. 
Dicirikan dengan pertumbuhan wilayah yang cepat dan luas (Suparmini 
& Wijayanti, 2015).
• Menurut Weber, kota adalah daerah tempat tinggal yang dicirikan dengan 
kemampuan masyarakatnya untuk memenuhi sebagian besar kebutuhan 
ekonominya di pasar lokal.
Berdasarkan definisi-definisi di atas, dapat disimpulkan bahwa kota 
adalah sebuah wilayah yang menjadi sentral permukiman dan ekonomi 
masyarakat yang dihuni oleh sumber daya manusia yang unggul. Kota mampu 
menyediakan peluang yang lebih besar jika dibandingkan daerah wilayah 
perdesaan. Untuk itu, tidak heran jika banyak penduduk desa yang melakukan 
mobilitas ke kota dalam rangka memperbaiki kualitas hidup. 
Selain kota, terdapat pula istilah perkotaan yang merujuk pada permukiman 
yang meliputi kota induk dan daerah sekitar batas administratifnya yang","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 57, 'id': 'Geografi_57'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
47mendapatkan pengaruh dari kota induk tersebut. Kawasan perkotaan 
juga merupakan pusat kegiatan ekonomi, industri, distribusi pelayanan 
jasa pemerintahan, dan pelayanan sosial. Kawasan perkotaan merupakan 
wilayah yang mempunyai kegiatan utama nonpertanian dengan susunan 
fungsi kawasan sebagai tempat permukiman, distribusi pelayanan jasa 
pemerintahan, pelayanan sosial, dan kegiatan ekonomi (Maryani & Waluya, 
2008; Mirza et al., 2017).
Gambar 1.23 Jakarta sebagai Kota Besar, Malang sebagai Kota Sedang, dan Kotawaringin Timur 
sebagai Kota Kecil
Sumber:  Wikimedia/Adisaputra (2015), Twitter.com/Barrykusuma (2021), dan IG/Drone.sampit (2017)
b. Karakteristik Perkotaan 
Kawasan perkotaan memiliki karakteristik wilayah khusus yang dicirikan 
dengan pola keruangan yang didominasi oleh wilayah terbangun, memiliki 
kepadatan penduduk yang tinggi, serta rasio antara manusia dan lahan yang 
cenderung kecil. Masyarakat perkotaan umumnya bersifat individualis, 
kosmopolitan, dan pola interaksinya yang terkotak-kotak.
Variasi kegiatan ekonomi di wilayah perkotaan cenderung heterogen/
beragam dengan corak sektor ekonomi nonagraris. Fungsi perkotaan selain 
tempat tinggal, juga meliputi pusat kegiatan ekonomi (pasar), pusat pelayanan, 
pusat pemerintahan, pusat militer, pusat kegiatan keagamaan, dan pusat 
kegiatan pendidikan. Masyarakat yang tinggal di perkotaan memiliki latar 
belakang ekonomi, suku, dan budaya yang berbeda-beda.
Terdapat komponen penting yang menjadi penyusun sebuah kota. 
Komponen tersebut adalah manusia, alam, ruang, jaringan, dan masyarakat. 
Berikut uraian dari masing-masing komponen kota.
• Manusia. Sumber daya manusia menjadi penggerak utama dari sebuah 
kota. Untuk itu, diperlukan sumber daya manusia yang berkualitas 
sehingga mampu menjadi menjadi subjek pembangunan yang membantu 
tumbuh kembangnya sebuah kota.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 58, 'id': 'Geografi_58'}"
"48
Geografi untuk SMA/MA Kelas XII
• Alam. Sumber daya alam merupakan aset yang dimiliki suatu negara yang 
meliputi tanah dan kekayaan alam seperti kesuburan tanah, keadaan iklim 
atau cuaca, hasil hutan, tambang, dan hasil laut yang sangat mempengaruhi 
pertumbuhan industri suatu negara, terutama dalam hal penyediaan 
bahan baku produksi. Dengan adanya sumber daya alam yang melimpah 
dan berpotensi tinggi sangat mendukung pembangunan ekonomi kota.
• Ruang, berfungsi sebagai tempat berdirinya sebuah kota dengan segala 
aktivitasnya. Sebuah kota sangat membutuhkan yang namanya tata 
ruang. Penataan ruang ini merupakan landasan penting sebagai pedoman 
pelaksanaan pembangunan wilayah kota dan solusi terhadap penanganan 
isu serta permasalahan kota (BPSDM, 2015).
• Jaringan. Kota memerlukan sebuah fasilitas yang berfungsi sebagai alat 
untuk melayani dan mendorong terwujudnya lingkungan permukiman 
dan lingkungan usaha yang optimal sesuai dengan fungsinya. Fasilitas 
berupa infrastruktur contohnya jaringan jalan dan transportasi. Fasilitas 
lainnya seperti air bersih, air limbah, persampahan, energi, telekomunikasi, 
pendidikan, kesehatan, dan perdagangan.
• Masyarakat. Masyarakat kota telah banyak memiliki perubahan jika 
dibandingkan dengan pedesaan. Perubahan-perubahan sosial tampak 
dengan jelas dan nyata sebab kota-kota biasanya terbuka dalam menerima 
pengaruh-pengaruh dari luar. 
c. Klasifikasi Kota 
1)   Klasifikasi kota berdasarkan jumlah populasi dan permukiman
Klasifikasi wilayah kota berdasarkan pertumbuhan populasi dan permukiman 
di dalamnya terbagi menjadi 15 kelompok (Doxiadis, 1968). Wilayah kota dalam 
teori Doxiadis dapat diuraikan sebagai berikut. 
• Dwelling group merupakan permukiman dengan populasi terendah, yaitu 40 
jiwa.
• Small neighborhood merupakan permukiman dengan jumlah penduduk 250 
jiwa.
• Neighborhood merupakan permukiman dengan jumlah penduduk 1.500 jiwa.
• Small town merupakan kota kecil dengan jumlah penduduk 9.000 jiwa.
• Town memiliki jumlah penduduk sebesar 50.000 jiwa.
• Large city memiliki jumlah penduduk sebesar 300.000 jiwa.
• Metropolis merupakan kota dengan jumlah penduduk 2.000.000 jiwa.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 59, 'id': 'Geografi_59'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
49• Conurbation memiliki jumlah penduduk sebesar 14.000.000 jiwa.
• Megalopolis memiliki jumlah penduduk sebesar 100.000.000 jiwa.
• Urban region memiliki jumlah penduduk sebesar 700.000.000 jiwa.
• Urban continent merupakan kota dengan jumlah penduduk 5.000.000.000 jiwa.
• Ecumenepolis merupakan kota dengan jumlah penduduk 30.000.000.000 jiwa.
2)   Klasifikasi kota berdasarkan keberadaan pusat pelayanan (retail)
Sinulingga (2005) membagi klasifikasi ruang kota berdasarkan keberadaan 
pusat pelayanannya menjadi tiga, yaitu kota monocentris, kota polisentris, dan 
kota metropolitan.
• Kota monosentris merupakan kota yang belum berkembang pesat, dengan 
jumlah penduduk yang belum banyak, dan hanya mempunyai satu pusat 
pelayanan yang sekaligus berfungsi sebagai Central Business District (CBD). 
Contohnya ibu kota kecamatan yang umumnya hanya punya satu pusat 
layanan kegiatan. 
• Kota polisentris merupakan kota yang telah berkembang hingga 
membutuhkan pusat pelayanan lebih dari satu. Jumlah pusat pelayanan 
tersebut bergantung pada jumlah penduduk yang tinggal di kota tersebut. 
Contohnya kota-kota di daerah dan ibu kota kabupaten. Kota-kota tersebut 
memiliki lebih dari satu pusat pelayanan. 
• Kota metropolitan merupakan kota besar yang dikelilingi oleh kota-kota 
satelit yang terpisah cukup jauh dengan urban fringe dari kota tersebut, 
tetapi semuanya membentuk satu kesatuan sistem dalam pelayanan 
penduduk wilayah metropolitan. Contohnya Jakarta dan Surabaya yang 
telah menjadi kota yang tekoneksi dengan kota-kota di sekitarnya. 
Gambar 1.24 Surabaya Kota Metropolitan, Merauke Kota Polisentris, dan Miangas Kota Monosentris
Sumber:  Wikipedia/Consigliere ivan (2015), Backpackerjakarta.com/Gunawan laruhun (2021), dan Kompas/Agus Susanto (2020)","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 60, 'id': 'Geografi_60'}"
"50
Geografi untuk SMA/MA Kelas XII
Ayo, Berdiskusi!
Berdasarkan pusat pelayanannya, di negara kita terdapat kota monosentris, 
polisentris, dan metropolitan. Diskusikan secara kelompok tentang 
permasalahan berikut.
1. Bagaimana perbedaan kota yang  tergolong monosentris, polisentris, dan 
metropolitan?
2. Apa klasifikasi kota tempat kalian tinggal atau berdekatan?  
d. Teori Struktur Keruangan Kota 
Ekologi sebuah kota dapat ditelaah melalui tiga teori struktur keruangan 
kota, yaitu teori konsentris, teori sektoral, dan teori inti berganda. Ketiga teori 
tersebut diuraikan sebagai berikut. 
1)   Teori Konsentris
Teori konsentris pertama kali dikembangkan oleh Burgess pada tahun 1924. 
Teori ini mengasumsikan bahwa perkembangan suatu kota akan mengikuti pola 
ruang yang bersifat konsentris. Wilayah-wilayah kota tersusun menyerupai 
bentuk lingkaran bertingkat mengelilingi titik pusat. Pola keruangan tersebut 
meliputi lima kawasan sebagai berikut.
• Titik pusat (central business distric), yaitu pusat kehidupan sosial, ekonomi, 
budaya, dan politik sehingga pada zona ini terdapat bangunan utama 
untuk kegiatan sosial, ekonomi, politik, dan budaya. Jaringan transportasi 
semuanya memusat ke zona ini sehingga zona ini memiliki aksesibilitas 
yang tinggi. Salah satu contohnya daerah sekitar alun-alun dan balai kota 
(tugu teratai) Kota Malang. 
• Zona peralihan (zone of transition ), yaitu zona yang banyak dihuni oleh 
golongan penduduk berpenghasilan rendah dan para migran yang datang 
dari desa. Kawasan ini berkembang sebagai kawasan sesak atau slum 
area. Contoh dari zona ini adalah daerah sekitar Jalan Mangun Sarkoro, 
Kota Malang. Zona peralihan tampak yang dibuktikan dengan adanya 
penurunan kualitas lingkungan permukiman.
• Zona kelas rendah (zone of low status), yaitu zona tempat tinggal para 
pekerja. Perumahan pada zona ini umumnya lebih baik serta sudah mulai 
teratur. Kebanyakan penghuninya adalah bekas penghuni zona kedua 
sebagai pekerja pabrik, buruh, dan sebagainya. Zona ini terletak di bagian","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 61, 'id': 'Geografi_61'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
51timur dan sebagian selatan setelah zona peralihan. Contoh dari zona ini 
adalah daerah-daerah di sekitar Jalan Muharto, Jalan Ki Ageng Gribig, 
Jalan Kebalen Wetan, dan Jalan Kota Lama, Kota Malang. 
• Zona kelas menengah ( zone of middle status), yaitu zona yang dihuni oleh 
kelas menengah yang terdiri atas orang-orang profesional, pemilik sendiri, 
pengusaha, para pegawai, dan sebagainya. Perumahan penduduknya terdiri 
atas rumah-rumah pribadi, rumah bangsa rendah, dan terdapat pusat 
perniagaan kecil untuk memenuhi kebutuhan warga setempat. Adapun 
contohnya dapat dilihat pada kawasan di sebelah barat serta sebagian 
selatan dan utara alun-alun dengan kapasitas yang lumayan luas. Mulai 
dari Jalan Aries Munandar, Jalan Halmahera, Jalan Syarif Al-Qodri, Jalan 
Kauman, Jalan Kawi, Jalan Arjuno, Jalan Ijen, dan sekitarnya di Kota Malang.
• Zona kelas tinggi ( zone of high status), yaitu zona tempat tinggal para komuter 
(zone of commuters). Zona ini merupakan bagian terluar dari suatu kota dan 
kawasan perumahan mewah. Zona ini hanya ditempati oleh mereka yang 
mempunyai kendaraan pribadi yang mampu berulang-alik ke tempat kerja 
di pusat kota. Zona ini berkembang sebagai kawasan subur dan ada yang 
berkembang sebagai kota-kota satelit, tergantung waktu, luas, dan aktivitas 
penduduknya. Zona ini misalnya dapat dilihat pada daerah di Kota Malang 
yang berada di sebelah utara, yaitu kawasan terminal dan sekitarnya yang 
mendekati daerah suburban.
Pola keruangan kota dalam teori konsentris dapat dilihat pada ilustrasi berikut.
1      2    3   4  5Keterangan:
Zona 1:  Daer ah Pusat Ke giatan (DPK) atau
Centr al Business District  (CBD)
Zona 2:  Daer ah per alihan (zone of tr ansition )
Zona 3: Daer ah kelas rendah (zone of low status )
Zona 4:  Daer ah kelas menengah (zone of middle status )
Zona 5: Daer ah kelas tinggi (zone of high status )
Gambar 1.25 Struktur Keruangan Kota Menurut Teori Konsentris.
Variabel yang digunakan untuk mengukur masing-masing zona dari 
lingkaran konsentris ini ialah harga tanah. Semakin dekat area dengan pusat 
kota, maka harga tanah akan semakin tinggi. Sebaliknya, semakin jauh area 
dari pusat kota, maka harga tanahnya akan semakin rendah (Malau et al., 2018).","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 62, 'id': 'Geografi_62'}"
"52
Geografi untuk SMA/MA Kelas XII
2)   Teori Sektoral 
Teori sektoral diperkenalkan oleh Homer Hoyt pada tahun 1939 dengan asumsi 
bahwa struktur tata guna lahan di wilayah kota cenderung berkembang 
melalui sektor-sektor. Central Business District (CBD) bertempat di pusat kota, 
tetapi pola pemanfaatan lahan wilayah lainnya berkembang menurut sektor-
sektor yang digambarkan menyerupai irisan kue. Menurut Homer Hoyt (dalam 
Mada, 2000), struktur ruang kota berkembang sebagai berikut.
• Pada lingkaran dalam terletak pusat kota (CBD) yang terdiri atas bangunan-
bangunan kantor, hotel, bank, bioskop, pasar, dan pusat perbelanjaan.
• Pada sektor tertentu terdapat kawasan industri ringan dan perdagangan.
• Dekat pusat kota dan dekat sektor di atas, yaitu bagian sebelahnya, terdapat 
sektor murbawisma (tempat tinggal kaum murba atau kaum buruh).
• Agak jauh dari pusat kota dan sektor industri serta perdagangan, terletak 
sektor madyawisma.
• Lebih jauh lagi terdapat sektor adiwisma, yaitu permukiman golongan atas.
Berikut merupakan ilustrasi pola keruangan kota berdasarkan teori 
sektoral.
Daer ah Pusat K egiatan (CBD)
Pabrik/daer ah industri
Perumahan kelas pekerj a
Perumahan kelas menengah
Perumahan kelas atas
Gambar 1.26 Struktur Keruangan Kota Menurut Teori Sektoral
3)   Teori Inti Berganda
Teori inti berganda pertama kali dikembangkan oleh Harris dan Ullman pada 
tahun 1949. Asumsi dari teori ini menyatakan bahwa suatu kota terdiri atas 
beberapa inti atau pusat perkembangan. Setiap pusat cenderung diwarnai 
oleh satu jenis kegiatan, seperti pemerintahan, rekreasi, pendidikan, dan 
perdagangan. Pada perkembangan kota lebih lanjut, selalu terjadi pusat-pusat 
kegiatan baru yang memisahkan diri dari pusat kegiatan lama atau pusat","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 63, 'id': 'Geografi_63'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
53kota. Struktur ruang kota menurut teori inti berganda merupakan kawasan- 
kawasan sebagai berikut ( Adisasmita, 2012). 
• Pusat kota atau Central Business District
• Kawasan niaga dan industri ringan
• Kawasan murbawisma atau tempat tinggal berkualitas rendah
• Kawasan madyawisma atau tempat tinggal berkualitas menengah
• Kawasan adiwisma atau tempat tinggal berkualitas tinggi
• Pusat industri berat
• Pusat niaga/perbelanjaan lain di pinggiran
• Upakota, untuk kawasan madyawisma dan adiwisma
• Upakota (suburban) kawasan industri 
Berikut merupakan ilustrasi pola keruangan kota berdasarkan Struktur 
Keruangan Kota Menurut Teori Inti Berganda.
1.  Kawasan Pusat Bisnis 
     (Centr al Business District )
2.  Zona industri ringan atau 
     perdagangan besar
3.  Zona pemukiman kelas rendah
4.  Zona pemukiman kelas menengah
5.  Zona pemukiman kelas tinggi
6.  Zona industri ber at
7.  Zona bisnis pinggir kota
8.  Zona pemukiman pinggir kota
9.  Zona industri1 23
3
3 4
5
67
8 9Konsep Zona  Multiple Nucleus
Gambar 1.27 Struktur Keruangan Kota Menurut Teori Inti Berganda
Terapkan Konsep Lakukan kegiatan belajar sebagai berikut.
1. Carilah peta kota tempat kalian tinggal atau yang terdekat. 
2. Kenalilah lokasinya secara absolut dan relatif kota tersebut. 
3. Identifikasi zona-zona (pusat kota, pinggiran kota, dan zona perdesaan) 
wilayah kota tersebut. 
4. Berdasarkan teori keruangan, teori mana yang sesuai untuk menjelaskan 
kota yang telah kalian pilih? Berikan argumentasinya.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 64, 'id': 'Geografi_64'}"
"54
Geografi untuk SMA/MA Kelas XII
e. Stadia Perkembangan Kota 
Kota merupakan elemen keruangan yang terbentuk akibat pesatnya laju 
aktivitas ekonomi yang berlangsung di suatu wilayah. Ditinjau dari asal-
usulnya, setiap kota pada mulanya merupakan wilayah desa yang mengalami 
perkembangan dari waktu ke waktu. Berikut merupakan enam tahapan/stadia 
perkembangan kota menurut Lewis Mumford (dalam Samli, 2012).
• Tahap eopolis , yaitu desa yang teratur dan telah menunjukkan 
perubahan corak kehidupan tradisional ke arah kehidupan kota. 
Contohnya perkembangan kota di daerah pemekaran. Di daerah ini 
banyak dijumpai kelurahan atau kecamatan yang bercorak pedesaan, 
tetapi sudah menunjukkan perubahan-perubahan sesuai kehidupan 
kekotaan. Infrastruktur jalan sudah beraspal, listrik sebagai sumber energi 
penerangan dan industri rumah tangga, telepon genggam (handphone ) 
sudah dipakai meluas, dan gaya hidup sebagian masyarakat juga ada 
corak-corak kekotaan. Misalnya Desa Punten, Tulungrejo, dan Beji di 
daerah Batu, Jawa Timur. Setelah Batu berubah menjadi kota administrasi 
dari kecamatan, terjadi perubahan seperti digambarkan. 
• Tahap polis, yaitu kota yang aktivitas ekonominya masih menunjukkan 
corak wilayah agraris. Tahapan kota ini dapat kita jumpai pada ibu kota-ibu 
kota daerah pemekaran. Ibu kota tersebut umumnya bercorak agraris karena 
perpindahan dari kota sebelumnya. Contohnya Kota Batu dan Kota Kepanjen. 
Kota-kota tersebut coraknya agraris. Penduduknya sebagian besar bekerja di 
bidang pertanian.  
• Tahap metropolis, yaitu kota yang sebagian besar aktivitas ekonominya 
berorientasi pada sektor industri. Contohnya Kota Sidoarjo, Tangerang, dan 
Bekasi. Kota-kota tersebut aktivitas penduduknya sebagian besar pada bidang 
industri. 
• Tahap megalopolis, yaitu wilayah kota yang telah berkembang mencapai 
tingkat tertinggi sebagai hasil dari pemekaran atau perluasan wilayah 
kota. Contohnya Jakarta dan Surabaya. Kota ini demikian meluas ke daerah 
sekitarnya. Jakarta meluas pengaruhnya menjadi Jabodetabek. Surabaya 
meluas pengaruhnya menjadi Gerbangkertosusila.
• Tahap tiranopolis, yaitu wilayah kota yang pola kehidupan masyarakatnya 
sudah sulit dikendalikan. Dicirikan dengan berbagai masalah, seperti 
kemacetan, kejahatan, kriminalitas, dan kekacauan pelayanan. Tahapan kota 
ini sepertinya belum kita alami dalam perkembangan kota-kota di Indonesia.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 65, 'id': 'Geografi_65'}"
"Bab 1 - Pengembangan Wilayah, Tata Ruang, dan Pengaruhnya terhadap Kebahagiaan 
55• Tahap nekropolis , yaitu kota yang perkembangannya mengarah pada 
kota mati.
Tahapan kota yang terakhir ini juga belum dialami oleh kota-kota di 
Indonesia.
Terapkan Konsep Lakukan kegiatan belajar sebagai berikut.
1. Carilah peta kota tempat kalian tinggal atau yang terdekat. 
2. Kenalilah lokasinya secara absolut dan relatif kota tersebut. 
3. Amati perkembangan kota tersebut dari waktu ke waktu. 
4. Kemukakan tergolong stadia apa kota tersebut dan berikan penjelasannya.
f. Paradigma Pembangunan Kota
Ketika berada di suatu kota, kalian merasakan suasana yang nyaman. Jalan-
jalan di kota dibuat halus dan lurus batas kanan kirinya, pedestrian yang 
lebar dan rata dilengkapi jalur difabel, taman di sepanjang jalan dibuat 
serasi, dan ruang terbuka hijau yang tertata secara harmoni. Di tengah-tengah 
penataan fisik kota yang demikian, tersedia sistem transportasi umum yang 
memadai, bagus, bersih, efisien, dan disiplin warga memanfaatkan fasilitas 
dan transportasi umum. 
Itulah gambaran pembangunan kota dengan paradigma baru yang 
membahagiakan warganya. Paradigma pembangunan kota tidak hanya 
membangun fisik dan ekonomi belaka, tetapi pembangunan kota 
yang menyeluruh, kompak, nyaman, efisien dalam pengelolaan, serta 
mempertimbangkan pembangunan yang berkelanjutan. Di Jakarta misalnya, 
disebut dalam visi “Maju Kotanya, Bahagia Warganya”. Kota ini telah bersolek 
demikian indahnya, tidak kalah dengan kota-kota besar lainnya di dunia. 
Pembangunan kota yang demikian dapat dilakukan melalui hal-hal sebagai 
berikut. 
• Penerapan manajemen perkotaan yang baik, yaitu melakukan optimasi 
dan pengendalian pemanfaatan ruang serta pengamanan zona penyangga 
di sekitar kota inti dengan penegakan hukum yang tegas dan adil. 
• Pengembangan kegiatan ekonomi kota yang ramah lingkungan, yaitu 
mengembangkan industri jasa keuangan, perbankan, asuransi, dan 
industri telematika serta peningkatan kemampuan keuangan daerah 
perkotaan.","{'source': '../data/raw\\Geografi_BS_KLS_XII.pdf', 'page': 66, 'id': 'Geografi_66'}"
